order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,discount_percent,subtotal,shipping_cost,tax_amount,total_amount,payment_method,order_status,shipping_method,sales_channel,coupon_code,delivery_days,customer_rating
89955564,350075,2024-10-22,Books & Office,Ergonomic Mouse,1,52.96,32,52.96,5.9,7.2,49.11,Credit Card,Delivered,Standard,Marketplace,WELCOME10,5,5
87115594,243925,2024-11-02,Electronics,Wireless Headphones,1,92.02,6,92.02,12.9,17.3,116.7,Google Pay,Delivered,Express,Marketplace,VIP20,1,5
22647726,815011,2025-11-16,Fashion,Running Shoes,1,92.66,9,92.66,12.9,16.86,114.08,Credit Card,Delivered,Express,Website,,2,5
89762765,476735,2024-08-19,Electronics,USB-C Hub,2,51.13,27,102.26,12.9,11.2,0.0,PayPal,Cancelled,Express,Marketplace,,,
93485936,617166,2025-12-30,Books & Office,Ergonomic Mouse,1,52.97,24,52.97,12.9,8.05,61.21,PayPal,Delivered,Express,Website,VIP20,3,4
54647139,264538,2025-03-28,Books & Office,Office Chair,2,199.71,5,399.42,0.0,75.89,455.34,Credit Card,Delivered,Pickup,Website,FREESHIP,1,4
72721212,282434,2025-08-02,Books & Office,Data Analytics Book,1,38.6,17,38.6,5.9,6.41,44.35,Credit Card,Delivered,Standard,Website,SAVE15,3,4
58140121,478222,2025-06-19,Books & Office,Data Analytics Book,1,42.52,7,42.52,12.9,7.91,60.35,Credit Card,Delivered,Express,Mobile App,FREESHIP,2,4
51732484,828973,2025-06-05,Electronics,Smart Watch,1,164.64,0,164.64,0.0,32.93,197.57,Credit Card,Delivered,Standard,Website,,4,5
53858115,178261,2025-11-18,Fashion,Running Shoes,2,120.8,6,241.6,12.9,45.42,285.42,Apple Pay,Delivered,Express,Mobile App,FREESHIP,1,5
88306085,239214,2024-12-11,Sports,Yoga Mat,1,39.78,19,39.78,5.9,6.44,44.56,Apple Pay,Delivered,Standard,Website,VIP20,5,5
41782626,497108,2025-11-22,Beauty,Skin Care Set,1,88.06,14,88.06,5.9,15.15,96.78,Credit Card,Delivered,Standard,Marketplace,,4,3
61607873,848223,2025-08-31,Sports,Resistance Bands,4,30.46,7,121.84,0.0,22.66,135.97,Apple Pay,Delivered,Standard,Mobile App,,4,4
34540851,684762,2025-10-04,Home & Kitchen,Coffee Maker,1,98.08,2,98.08,5.9,19.22,121.24,Credit Card,Returned,Standard,Mobile App,,5,
76474814,889635,2025-12-13,Beauty,Hair Dryer,3,69.41,6,208.23,12.9,39.15,247.79,Bank Transfer,Delivered,Express,Mobile App,,1,5
34274075,920398,2025-12-30,Books & Office,Ergonomic Mouse,4,51.93,24,207.72,0.0,31.57,189.44,Credit Card,Delivered,Standard,Website,VIP20,3,4
52511475,871468,2025-04-17,Books & Office,Data Analytics Book,1,39.91,0,39.91,12.9,5.99,58.8,Credit Card,Delayed,Express,Website,,6,3
64788385,286983,2025-07-17,Books & Office,Ergonomic Mouse,2,57.46,4,114.92,5.9,22.06,138.28,PayPal,Delivered,Standard,Mobile App,FREESHIP,5,5
76750701,422472,2025-12-29,Home & Kitchen,Desk Lamp,5,62.87,6,314.35,0.0,59.1,354.59,Credit Card,Delivered,Pickup,Mobile App,VIP20,1,5
17146084,877546,2024-04-19,Electronics,Wireless Headphones,2,89.69,12,179.38,0.0,31.57,189.42,PayPal,Delivered,Pickup,Mobile App,VIP20,1,2
49926018,439102,2025-06-06,Electronics,Mechanical Keyboard,1,109.98,12,109.98,5.9,19.36,122.04,Bank Transfer,Delivered,Standard,Mobile App,,5,5
17188431,250538,2025-07-29,Electronics,Mechanical Keyboard,2,107.68,14,215.36,0.0,37.04,222.25,Google Pay,Delayed,Standard,Mobile App,,9,4
43153419,272038,2025-03-01,Home & Kitchen,Coffee Maker,3,100.05,0,300.15,12.9,60.03,373.08,Credit Card,Delivered,Express,Mobile App,,1,4
41618868,478222,2025-11-28,Electronics,USB-C Hub,2,46.9,16,93.8,5.9,15.76,100.45,Credit Card,Delivered,Standard,Mobile App,SAVE15,6,4
56383215,874948,2025-05-20,Sports,Cycling Helmet,2,83.66,22,167.32,12.9,26.1,169.51,PayPal,Delivered,Express,Mobile App,VIP20,2,4
90452559,270244,2025-12-22,Fashion,Backpack,1,84.28,24,84.28,12.9,12.81,0.0,Bank Transfer,Cancelled,Express,Website,FREESHIP,,
60963560,319377,2024-10-11,Beauty,Makeup Kit,3,60.21,19,180.63,0.0,29.26,175.57,Credit Card,Delayed,Standard,Website,WELCOME10,8,3
74772076,791189,2025-12-31,Electronics,Smart Watch,1,148.61,14,148.61,0.0,25.56,153.36,Credit Card,Delivered,Standard,Mobile App,VIP20,3,5
40940776,656035,2024-06-26,Sports,Dumbbell Set,1,126.55,0,126.55,0.0,25.31,151.86,Credit Card,Delivered,Standard,Mobile App,,4,5
99838486,900924,2025-11-14,Fashion,Backpack,1,73.55,19,73.55,5.9,11.92,77.4,PayPal,Delivered,Standard,Marketplace,VIP20,6,4
43722252,681133,2025-07-14,Books & Office,Notebook Set,1,22.08,19,22.08,0.0,2.68,20.56,PayPal,Delayed,Pickup,Website,,4,3
31980198,767194,2025-08-03,Fashion,Classic Jeans,1,62.84,15,62.84,0.0,8.01,61.42,Credit Card,Delivered,Pickup,Mobile App,,1,4
15668521,565703,2024-04-02,Sports,Dumbbell Set,1,116.6,0,116.6,12.9,23.32,152.82,Credit Card,Delivered,Express,Website,,1,4
58843588,215222,2025-01-01,Fashion,Classic Jeans,4,66.59,6,266.36,0.0,50.08,300.46,Credit Card,Returned,Pickup,Website,VIP20,1,
20255434,757665,2025-10-10,Fashion,Cotton Hoodie,1,61.04,10,61.04,5.9,10.99,71.83,Google Pay,Delivered,Standard,Website,,6,5
19047719,265833,2025-11-23,Electronics,Mechanical Keyboard,4,88.5,6,354.0,0.0,66.55,399.31,PayPal,Returned,Standard,Mobile App,,3,
86579258,225018,2025-03-01,Beauty,Perfume,2,106.17,5,212.34,0.0,40.34,242.06,Credit Card,Delivered,Standard,Mobile App,FREESHIP,5,5
19994018,249796,2025-05-13,Fashion,Cotton Hoodie,3,64.75,15,194.25,0.0,33.02,198.13,Credit Card,Delivered,Standard,Mobile App,,6,4
33492533,665255,2025-10-22,Electronics,Mechanical Keyboard,1,110.94,9,110.94,12.9,20.19,134.05,Credit Card,Delivered,Express,Website,,2,2
66308839,747145,2025-06-18,Electronics,USB-C Hub,1,40.53,0,40.53,12.9,8.11,61.54,Credit Card,Delivered,Express,Mobile App,,2,4
34971791,178261,2025-10-08,Fashion,Winter Jacket,2,180.5,2,361.0,0.0,70.76,424.54,Apple Pay,Delivered,Standard,Website,FREESHIP,4,3
17532241,322199,2025-12-29,Fashion,Winter Jacket,3,177.92,24,533.76,12.9,81.13,499.69,PayPal,Delivered,Express,Website,VIP20,3,4
97737466,489771,2025-11-22,Fashion,Classic Jeans,1,64.59,4,64.59,5.9,12.4,80.31,PayPal,Delivered,Standard,Website,SAVE15,2,5
55325377,569244,2025-07-22,Electronics,Wireless Headphones,2,82.17,4,164.34,0.0,31.55,189.32,PayPal,Delivered,Standard,Website,,7,4
46518431,900924,2024-07-11,Books & Office,Monitor Stand,1,43.95,12,43.95,0.0,7.74,46.42,Bank Transfer,Delivered,Pickup,Website,,1,4
56465957,657545,2025-04-14,Home & Kitchen,Cookware Set,1,146.86,7,146.86,0.0,27.32,163.9,Credit Card,Delivered,Standard,Mobile App,,3,4
16409032,453744,2024-09-15,Sports,Dumbbell Set,1,116.04,15,116.04,5.9,19.73,124.26,PayPal,Returned,Standard,Marketplace,,4,
71953452,439102,2025-11-11,Electronics,Wireless Headphones,1,83.39,16,83.39,5.9,14.01,89.96,PayPal,Delivered,Standard,Mobile App,SAVE15,5,4
47443074,233651,2025-12-04,Electronics,Smart Watch,1,168.27,4,168.27,0.0,32.31,193.85,Credit Card,Delivered,Standard,Marketplace,,5,5
10805919,405090,2025-12-28,Electronics,Wireless Headphones,1,88.09,4,88.09,5.9,16.91,107.38,Credit Card,Delivered,Standard,Marketplace,FREESHIP,4,4
44465924,355481,2025-03-15,Beauty,Perfume,2,102.26,0,204.52,12.9,40.9,258.32,Credit Card,Delivered,Express,Marketplace,,1,4
41500741,982524,2025-11-23,Beauty,Hair Dryer,1,72.15,26,72.15,5.9,8.01,67.3,Credit Card,Delayed,Standard,Marketplace,,9,4
99657139,287149,2025-04-10,Electronics,Bluetooth Speaker,1,57.51,12,57.51,5.9,10.12,66.63,,Delivered,Standard,Mobile App,SAVE15,6,3
25228583,681133,2025-04-03,Home & Kitchen,Air Fryer,2,146.03,2,292.06,12.9,42.93,342.05,Credit Card,Delivered,Express,Website,,5,5
54263709,672950,2025-01-22,Electronics,Smart Watch,1,133.77,29,133.77,0.0,19.0,113.98,PayPal,Delivered,Pickup,Website,,1,5
66571868,425550,2025-12-19,Beauty,Skin Care Set,3,81.76,14,245.28,0.0,31.64,242.58,Bank Transfer,Delivered,Standard,Website,,6,5
54285059,711699,2025-10-02,Home & Kitchen,Desk Lamp,1,47.91,10,47.91,12.9,3.32,59.34,Bank Transfer,Delivered,Express,Mobile App,WELCOME10,4,5
81713639,215222,2024-11-11,Fashion,Winter Jacket,4,193.03,18,772.12,0.0,126.63,759.77,Credit Card,Delivered,Standard,Mobile App,SAVE15,6,4
11845128,950545,2025-11-21,Electronics,Mechanical Keyboard,1,102.07,24,102.07,12.9,15.51,105.98,Credit Card,Delivered,Express,Website,VIP20,4,5
96063234,552681,2025-02-26,Books & Office,Data Analytics Book,2,41.89,10,83.78,5.9,5.81,87.11,Bank Transfer,Delivered,Standard,Website,,4,4
23611243,225761,2025-05-26,Fashion,Winter Jacket,1,169.68,14,169.68,0.0,29.18,175.1,Credit Card,Delivered,Standard,Website,VIP20,6,3
82591844,225761,2025-02-17,Electronics,USB-C Hub,1,44.49,9,44.49,5.9,8.1,54.49,Credit Card,Delivered,Standard,Mobile App,WELCOME10,4,5
33580129,142846,2025-12-09,Electronics,Wireless Headphones,1,83.75,14,83.75,12.9,14.41,99.34,Credit Card,Delivered,Express,Mobile App,VIP20,1,5
28425281,814633,2024-10-16,Fashion,Classic Jeans,2,73.51,15,147.02,12.9,24.99,162.86,Credit Card,Delivered,Express,Mobile App,,2,4
20646939,290261,2024-11-29,Sports,Fitness Tracker,1,100.98,9,100.98,0.0,18.38,110.27,Credit Card,Delivered,Pickup,Website,,1,5
73792431,405090,2025-12-27,Fashion,Backpack,1,77.77,19,77.77,12.9,12.6,88.49,PayPal,Delivered,Express,Website,WELCOME10,1,4
45232193,211308,2025-12-10,Electronics,Bluetooth Speaker,1,65.17,14,65.17,12.9,11.21,80.16,Credit Card,Delivered,Express,Mobile App,WELCOME10,3,5
69061706,981921,2025-06-01,Fashion,Running Shoes,2,109.81,12,219.62,12.9,38.65,244.82,Credit Card,Delivered,Express,Website,WELCOME10,1,5
39388901,923517,2025-10-12,Fashion,Winter Jacket,1,189.02,27,189.02,0.0,27.6,165.58,PayPal,Returned,Standard,Marketplace,,4,
13579249,178261,2025-08-03,Beauty,Skin Care Set,1,89.04,7,89.04,12.9,16.56,112.27,Google Pay,Delivered,Express,Mobile App,,2,5
82927639,866265,2025-03-16,Fashion,Cotton Hoodie,2,58.15,12,116.3,5.9,20.47,128.71,Apple Pay,Delivered,Standard,Website,SAVE15,4,5
35697481,848223,2025-02-09,Electronics,Bluetooth Speaker,1,69.8,7,69.8,5.9,12.98,0.0,Credit Card,Cancelled,Standard,Website,,,
97631202,215222,2025-01-21,Home & Kitchen,Cookware Set,4,162.78,26,651.12,0.0,96.37,578.2,Credit Card,Delivered,Standard,Website,SAVE15,5,4
36468016,858006,2025-11-01,Beauty,Electric Toothbrush,1,69.6,14,69.6,0.0,11.97,71.83,PayPal,Delivered,Pickup,Website,,1,5
62901100,131819,2024-01-31,Electronics,Wireless Headphones,1,82.53,19,82.53,12.9,13.37,93.12,Credit Card,Delivered,Express,Mobile App,SAVE15,2,5
90610573,889635,2025-09-11,Beauty,Perfume,1,105.74,7,105.74,12.9,19.67,130.91,Credit Card,Delivered,Express,Website,VIP20,2,2
96839050,657545,2025-07-20,Fashion,Backpack,1,77.47,34,77.47,5.9,10.23,67.26,Apple Pay,Delivered,Standard,Mobile App,,4,4
60453938,867969,2024-04-28,Sports,Cycling Helmet,1,77.5,9,77.5,5.9,14.11,90.54,Credit Card,Delivered,Standard,Website,VIP20,3,4
28833542,985158,2025-12-05,Fashion,Backpack,1,75.34,16,75.34,5.9,12.66,81.85,Credit Card,Returned,Standard,Mobile App,VIP20,4,
21987783,746525,2025-12-16,Sports,Fitness Tracker,2,83.33,24,166.66,12.9,25.33,164.89,Google Pay,Delivered,Express,Website,,1,4
51345773,257178,2024-05-25,Home & Kitchen,Coffee Maker,1,78.48,12,78.48,5.9,13.81,88.77,Apple Pay,Delivered,Standard,Website,,6,5
99619972,253129,2025-03-01,Electronics,Bluetooth Speaker,3,70.39,25,211.17,0.0,12.2,170.58,Bank Transfer,Delivered,Standard,Marketplace,,6,4
21221200,879588,2025-12-17,Home & Kitchen,Air Fryer,2,124.8,29,249.6,0.0,35.44,212.66,Credit Card,Delivered,Standard,Website,FREESHIP,5,5
73137174,718197,2025-06-07,Home & Kitchen,Desk Lamp,1,51.11,20,51.11,12.9,8.18,61.97,PayPal,Delivered,Express,Marketplace,FREESHIP,1,4
85962599,403996,2025-12-30,Electronics,Wireless Headphones,1,100.57,9,100.57,5.9,18.3,115.72,Credit Card,Delivered,Standard,Marketplace,,7,5
12409193,220868,2025-08-26,Fashion,Winter Jacket,2,184.17,15,368.34,12.9,62.62,388.61,PayPal,Delivered,Express,Mobile App,VIP20,1,4
85154975,215222,2025-09-25,Beauty,Hair Dryer,2,66.35,4,132.7,0.0,25.48,152.87,Google Pay,Delivered,Standard,Marketplace,SAVE15,5,3
96096559,726063,2025-11-25,Books & Office,Data Analytics Book,2,42.26,6,84.52,5.9,15.89,101.24,Bank Transfer,Delivered,Standard,Mobile App,FREESHIP,3,3
66525793,916096,2025-08-31,Home & Kitchen,Blender,1,83.12,15,83.12,5.9,14.13,90.68,PayPal,Delivered,Standard,Mobile App,VIP20,4,5
33437349,322768,2025-12-20,Books & Office,Office Chair,1,229.88,26,229.88,0.0,34.02,0.0,Credit Card,Cancelled,Standard,Marketplace,FREESHIP,,
97640326,617166,2025-12-26,Books & Office,Office Chair,1,208.43,29,208.43,0.0,29.6,177.59,Credit Card,Delayed,Standard,Website,WELCOME10,8,2
60142561,391759,2025-12-02,Books & Office,Office Chair,1,220.88,21,220.88,0.0,26.18,200.68,Apple Pay,Delayed,Standard,Mobile App,,8,3
38921125,478691,2025-11-07,Fashion,Backpack,1,82.87,19,82.87,5.9,13.42,86.44,Credit Card,Delivered,Standard,Mobile App,VIP20,4,4
41312120,974572,2025-10-07,Books & Office,Data Analytics Book,2,44.64,20,89.28,5.9,14.28,91.6,Bank Transfer,Delivered,Standard,Website,,7,4
12872835,888971,2025-09-20,Home & Kitchen,Desk Lamp,1,50.98,25,50.98,12.9,5.74,56.88,Bank Transfer,Delivered,Express,Website,VIP20,1,4
39330589,806299,2025-06-18,Fashion,Winter Jacket,1,204.18,24,204.18,0.0,31.04,186.22,Credit Card,Delivered,Standard,Website,,4,3
99896050,839525,2024-06-30,Beauty,Makeup Kit,4,60.59,17,242.36,0.0,40.23,241.39,PayPal,Delivered,Pickup,Website,WELCOME10,1,4
42143109,404084,2025-12-03,Fashion,Cotton Hoodie,1,65.99,14,65.99,0.0,11.35,68.1,Google Pay,Delivered,Pickup,Website,VIP20,2,4
50778483,935758,2025-02-16,Electronics,Mechanical Keyboard,3,89.12,29,267.36,0.0,37.97,227.8,Credit Card,Delivered,Standard,Website,VIP20,4,4
99346386,931588,2025-11-20,Home & Kitchen,Air Fryer,2,110.08,9,220.16,12.9,40.07,253.32,Credit Card,Delivered,Express,Website,,2,3
78264887,381770,2024-10-02,Beauty,Makeup Kit,2,55.65,0,111.3,5.9,22.26,139.46,Bank Transfer,Delayed,Standard,Mobile App,,10,2
11456512,241563,2025-10-01,Electronics,USB-C Hub,1,39.76,10,39.76,5.9,7.16,48.84,PayPal,Delivered,Standard,Website,SAVE15,4,5
29352794,606510,2024-12-18,Sports,Cycling Helmet,1,74.88,11,74.88,12.9,13.33,92.87,Credit Card,Delivered,Express,Website,,2,5
53308941,352457,2025-12-14,Electronics,Wireless Headphones,1,87.48,26,87.48,0.0,12.95,77.69,Credit Card,Delivered,Pickup,Mobile App,,2,5
80460990,433309,2025-12-31,Fashion,Cotton Hoodie,2,64.32,19,128.64,0.0,20.84,125.04,Google Pay,Delivered,Standard,Mobile App,VIP20,5,4
63040101,888237,2025-09-23,Sports,Yoga Mat,3,39.98,22,119.94,5.9,18.71,118.16,PayPal,Delayed,Standard,Mobile App,WELCOME10,6,2
37384778,355481,2025-02-22,Electronics,Mechanical Keyboard,2,106.03,5,212.06,0.0,40.29,241.75,Credit Card,Delivered,Standard,Mobile App,FREESHIP,5,5
33690405,319377,2025-11-11,Electronics,Mechanical Keyboard,2,102.25,13,204.5,12.9,35.58,226.39,Credit Card,Delivered,Express,Marketplace,,1,3
25214356,574710,2025-07-23,Sports,Dumbbell Set,1,140.32,19,140.32,12.9,22.73,0.0,Credit Card,Cancelled,Express,Mobile App,FREESHIP,,
93766232,878684,2025-09-23,Fashion,Winter Jacket,1,188.11,27,188.11,0.0,27.46,164.78,Credit Card,Returned,Standard,Website,,4,
18501452,157073,2024-09-28,Beauty,Skin Care Set,2,82.64,2,165.28,12.9,12.47,187.34,Google Pay,Delivered,Express,Mobile App,WELCOME10,1,4
89098491,703633,2025-05-06,Fashion,Classic Jeans,1,66.95,10,66.95,5.9,12.05,78.2,Credit Card,Delivered,Standard,Website,,4,5
47279551,114582,2025-11-17,Electronics,Mechanical Keyboard,2,87.58,21,175.16,12.9,27.68,178.96,Credit Card,Returned,Express,Mobile App,WELCOME10,1,
60289595,232347,2024-11-02,Electronics,Smart Watch,2,139.96,28,279.92,0.0,40.31,241.85,Bank Transfer,Delivered,Pickup,Mobile App,SAVE15,1,5
50537803,999021,2024-09-10,Electronics,Bluetooth Speaker,1,67.18,17,67.18,5.9,11.15,72.81,Google Pay,Delivered,Standard,Mobile App,SAVE15,3,5
55141410,391759,2025-11-27,Beauty,Skin Care Set,1,84.28,11,84.28,12.9,11.25,99.16,Google Pay,Delivered,Express,Mobile App,,2,5
33441648,244304,2025-09-17,Fashion,Cotton Hoodie,1,69.56,10,69.56,5.9,12.52,81.02,PayPal,Delivered,Standard,Website,FREESHIP,5,5
67111795,319377,2024-07-09,Beauty,Electric Toothbrush,1,76.65,21,76.65,5.9,12.11,78.56,Credit Card,Delivered,Standard,Website,FREESHIP,2,4
10537357,319377,2025-03-01,Sports,Dumbbell Set,3,109.71,4,329.13,0.0,63.19,379.15,Bank Transfer,Delivered,Standard,Marketplace,,5,5
51217968,851397,2025-09-02,Sports,Yoga Mat,2,40.72,7,81.44,12.9,5.83,94.47,Credit Card,Delivered,Express,Mobile App,SAVE15,3,5
79353398,888237,2025-03-27,Beauty,Perfume,1,102.59,12,102.59,5.9,18.06,114.24,Credit Card,Delivered,Standard,Mobile App,,4,5
69761483,441490,2024-06-06,Books & Office,Monitor Stand,2,52.0,7,104.0,12.9,19.34,128.96,Google Pay,Delivered,Express,Website,,2,3
53436104,324931,2025-11-27,Books & Office,Data Analytics Book,1,41.46,28,41.46,5.9,2.3,38.05,Credit Card,Delivered,Standard,Mobile App,WELCOME10,3,5
16257992,322199,2025-04-30,Home & Kitchen,Cookware Set,2,155.93,10,311.86,0.0,56.13,336.8,Google Pay,Delivered,Standard,Mobile App,,5,4
19233880,225761,2025-11-23,Home & Kitchen,Blender,2,86.82,8,173.64,0.0,31.95,191.7,PayPal,Delivered,Standard,Website,WELCOME10,4,4
10599226,770578,2025-11-15,Fashion,Running Shoes,2,112.76,4,225.52,0.0,43.3,259.8,Credit Card,Delayed,Standard,Mobile App,,10,3
50372241,249557,2025-09-26,Books & Office,Monitor Stand,2,47.07,15,94.14,5.9,16.0,101.92,PayPal,Delayed,Standard,Mobile App,FREESHIP,7,3
58213666,362615,2025-08-17,Books & Office,Notebook Set,2,21.36,5,42.72,5.9,8.12,54.6,Apple Pay,Delivered,Standard,Mobile App,,4,5
95952793,934753,2025-03-05,Fashion,Running Shoes,2,121.57,7,243.14,0.0,45.22,271.34,PayPal,Delivered,Standard,Mobile App,,4,5
14012793,391759,2025-08-09,Fashion,Classic Jeans,2,60.94,27,121.88,0.0,13.35,102.32,Bank Transfer,Delivered,Standard,Marketplace,,7,5
89248738,648698,2024-11-10,Beauty,Perfume,1,99.24,4,99.24,5.9,14.29,115.46,Bank Transfer,Delivered,Standard,Website,FREESHIP,3,3
62528528,322199,2025-07-11,Beauty,Makeup Kit,1,61.69,7,61.69,0.0,11.47,68.84,Google Pay,Delivered,Pickup,Mobile App,,1,4
88143635,570380,2024-08-23,Fashion,Classic Jeans,1,70.72,15,70.72,12.9,12.02,85.03,Apple Pay,Delivered,Express,Marketplace,VIP20,3,4
65242081,710272,2025-07-07,Books & Office,Monitor Stand,1,54.24,17,54.24,5.9,9.0,59.92,Credit Card,Delivered,Standard,Mobile App,WELCOME10,6,5
21447644,888237,2024-10-21,Beauty,Hair Dryer,1,63.2,7,63.2,12.9,11.76,83.44,Apple Pay,Delivered,Express,Website,,2,5
99162876,358151,2025-11-20,Books & Office,Data Analytics Book,1,44.34,23,44.34,12.9,6.83,53.87,Bank Transfer,Delivered,Express,Mobile App,FREESHIP,2,4
36374901,651126,2025-09-16,Electronics,Smart Watch,1,142.39,0,142.39,12.9,28.48,183.77,Credit Card,Delivered,Express,Website,,3,3
60205348,135344,2024-12-28,Home & Kitchen,Cookware Set,2,172.13,11,344.26,0.0,61.28,367.67,Credit Card,Delayed,Pickup,Website,,3,3
72646833,748246,2025-10-10,Fashion,Winter Jacket,2,170.74,5,341.48,0.0,64.88,389.29,Credit Card,Delivered,Standard,Website,SAVE15,3,3
49356360,606510,2024-04-28,Home & Kitchen,Coffee Maker,3,75.98,2,227.94,0.0,44.68,268.06,Credit Card,Delayed,Standard,Marketplace,FREESHIP,5,4
22604892,551665,2024-12-11,Books & Office,Data Analytics Book,1,43.97,11,43.97,12.9,7.83,59.86,Credit Card,Delivered,Express,Website,WELCOME10,1,4
38819664,874355,2025-09-28,Sports,Resistance Bands,1,31.16,5,31.16,5.9,5.92,41.42,Credit Card,Delivered,Standard,Mobile App,,4,4
40667639,871400,2025-04-09,Books & Office,Notebook Set,1,22.24,12,22.24,5.9,3.91,29.38,Google Pay,Delivered,Standard,Mobile App,VIP20,6,5
81987897,778915,2025-12-23,Home & Kitchen,Blender,3,86.16,26,258.48,12.9,38.26,242.44,Credit Card,Delivered,Express,Mobile App,FREESHIP,1,
18207808,571089,2024-08-26,Books & Office,Monitor Stand,1,54.45,12,54.45,5.9,9.58,63.4,Apple Pay,Delayed,Standard,Mobile App,VIP20,8,2
57819394,433309,2025-12-22,Home & Kitchen,Cookware Set,1,165.76,24,165.76,0.0,25.2,151.18,Credit Card,Delivered,Standard,Mobile App,SAVE15,4,4
94845854,672950,2024-07-03,Electronics,Mechanical Keyboard,2,94.87,4,189.74,0.0,36.43,218.58,Apple Pay,Delivered,Standard,Website,,4,3
18003059,322264,2025-05-22,Fashion,Classic Jeans,1,66.98,0,66.98,0.0,13.4,80.38,Apple Pay,Delivered,Pickup,Mobile App,,1,3
34520866,657545,2025-08-02,Fashion,Winter Jacket,1,187.79,22,187.79,0.0,29.3,175.78,Credit Card,Delivered,Standard,Website,SAVE15,5,4
46591164,225018,2025-12-08,Home & Kitchen,Blender,3,73.83,9,221.49,0.0,40.31,241.87,Bank Transfer,Delivered,Standard,Mobile App,SAVE15,5,4
11612533,451365,2025-12-04,Fashion,Winter Jacket,1,193.69,14,193.69,0.0,33.31,199.88,Credit Card,Returned,Standard,Marketplace,,7,
58675682,225018,2024-12-23,Home & Kitchen,Blender,1,88.31,9,88.31,0.0,16.07,96.43,Credit Card,Delivered,Pickup,Marketplace,SAVE15,2,4
81995497,549554,2024-05-18,Sports,Resistance Bands,1,30.26,24,30.26,5.9,4.6,33.5,PayPal,Delivered,Standard,Website,SAVE15,4,3
22345504,967709,2025-08-16,Electronics,Bluetooth Speaker,2,74.52,7,149.04,0.0,27.72,0.0,Apple Pay,Cancelled,Pickup,Website,SAVE15,,
80069188,801451,2025-12-13,Electronics,Bluetooth Speaker,4,66.41,14,265.64,0.0,34.27,262.72,Credit Card,Delivered,Standard,Website,,3,5
45807955,445004,2024-12-10,Electronics,Wireless Headphones,1,80.77,6,80.77,0.0,15.18,91.1,PayPal,Delivered,Pickup,Mobile App,WELCOME10,1,4
21056987,229805,2025-09-13,Electronics,Bluetooth Speaker,2,63.96,0,127.92,0.0,25.58,153.5,Apple Pay,Delayed,Standard,Mobile App,,6,3
50661436,287149,2025-09-22,Home & Kitchen,Desk Lamp,1,50.26,2,50.26,5.9,9.85,65.0,Apple Pay,Delivered,Standard,Mobile App,VIP20,3,5
14167970,608992,2025-09-19,Electronics,Bluetooth Speaker,2,70.69,15,141.38,12.9,24.03,157.1,Credit Card,Delivered,Express,Website,,1,5
22934004,289234,2024-08-16,Beauty,Makeup Kit,1,54.55,24,54.55,5.9,8.29,55.65,PayPal,Delivered,Standard,Website,,3,3
32896317,253129,2025-06-11,Home & Kitchen,Blender,1,73.96,10,73.96,5.9,5.13,77.59,Apple Pay,Delivered,Standard,Website,,5,4
91153164,993630,2025-08-08,Books & Office,Ergonomic Mouse,1,58.39,10,58.39,5.9,10.51,68.96,PayPal,Delivered,Standard,Website,VIP20,3,4
53591118,893534,2025-11-27,Home & Kitchen,Cookware Set,1,157.48,24,157.48,0.0,23.94,143.62,Credit Card,Returned,Standard,Website,,5,
93846091,993374,2025-07-08,Beauty,Skin Care Set,1,87.37,2,87.37,5.9,17.12,108.64,PayPal,Delivered,Standard,Website,SAVE15,5,3
16377925,385226,2025-09-20,Books & Office,Ergonomic Mouse,2,56.36,12,112.72,5.9,19.84,124.93,Credit Card,Delivered,Standard,Mobile App,,4,4
25336279,780313,2025-04-15,Fashion,Running Shoes,3,127.49,32,382.47,0.0,52.02,312.1,Bank Transfer,Delivered,Standard,Website,FREESHIP,6,4
75631003,487033,2025-05-24,Electronics,USB-C Hub,2,50.84,10,101.68,0.0,18.3,109.81,Bank Transfer,Delivered,Pickup,Mobile App,,1,4
94374508,781848,2025-11-26,Beauty,Hair Dryer,2,67.85,21,135.7,0.0,8.25,115.45,Credit Card,Delivered,Pickup,Website,,1,5
64809504,391759,2025-11-27,Electronics,USB-C Hub,1,42.21,16,42.21,12.9,5.32,53.68,PayPal,Delivered,Express,Mobile App,,3,5
22560709,481750,2025-11-16,Books & Office,Monitor Stand,1,46.36,19,46.36,12.9,7.51,57.96,Credit Card,Delivered,Express,Website,,1,4
38635972,625384,2025-11-01,Home & Kitchen,Blender,1,80.8,24,80.8,5.9,9.21,76.52,Google Pay,Delivered,Standard,Mobile App,WELCOME10,7,3
11797744,916917,2025-06-09,Fashion,Cotton Hoodie,2,66.83,17,133.66,12.9,22.19,146.03,PayPal,Delivered,Express,Mobile App,,1,4
29822202,757665,2025-06-29,Fashion,Backpack,1,74.9,10,74.9,0.0,13.48,80.89,Google Pay,Delivered,Pickup,Website,,2,5
99416087,798789,2025-08-01,Fashion,Classic Jeans,1,58.04,5,58.04,5.9,11.03,72.07,Credit Card,Delivered,Standard,Website,SAVE15,4,4
11740664,167359,2024-09-03,Books & Office,Monitor Stand,1,48.2,9,48.2,0.0,8.77,52.63,Credit Card,Delivered,Pickup,Website,VIP20,1,5
72797725,407189,2025-02-05,Fashion,Classic Jeans,2,62.47,2,124.94,0.0,24.49,146.93,Credit Card,Delivered,Standard,Mobile App,,5,5
